ID;nest_name;municipaliy;location;coordX;coordY;tree_species;latitude;longitude;eu_dem_v11;swissALTI;nest_height_m;official_zip;official_municipality;official_locality;official_canton;official_country
303;Flamatt_Sensebrücke;Flamatt;Sensebrücke;588982.6;193419.2;Fsyl;46.891794;7.294067;570.98;554.19;NA;3184;Wünnewil;Buecheholz;Fribourg;Switzerland
304;Ueberstorf_Mischlere_17;Ueberstorf;Mischlere_17;589599.6;189064.5;Fsyl;46.852632;7.302263;709.33;691.23;25.9;3182;Ueberstorf;Hofmatt;Fribourg;Switzerland
305;Ueberstorf_Ledeu_17;Ueberstorf;Ledeu_17;589303.6;189826.7;Fsyl;46.859484;7.298364;648.40;638.72;NA;3182;Ueberstorf;Studweid;Fribourg;Switzerland
306;Heitenried_Lengmoos;Heitenried;Lengmoos;589262.3;187344.4;Pabi;46.837154;7.297882;734.45;729.78;NA;1714;Heitenried;Schällmet;Fribourg;Switzerland
307;Bösingen_Waldheim_N;Bösingen;Waldheim_N;586238.7;193650.3;Fsyl;46.893822;7.258056;523.54;519.95;NA;3178;Bösingen;Neumatte;Fribourg;Switzerland
308;Alterswil_Aeschlenberg_17;Alterswil;Äschlenberg_17;586447.2;182047.8;Fsyl;46.789458;7.261139;743.07;748.41;NA;1717;St. Ursen;Buechwald;Fribourg;Switzerland
309;Düdingen_Chiemiwald;Düdingen;Chiemiwald;579398.4;187650.9;Psyl;46.839678;7.168569;589.57;581.86;26.0;3186;Düdingen;Chiemiwald;Fribourg;Switzerland
310;Schmitten_Hohi Zelg;Schmitten;Hohi Zelg;584193.9;186913.6;Fsyl;46.833177;7.231459;671.55;679.53;18.3;3185;Schmitten (FR);Hohe Zelg;Fribourg;Switzerland
311;Mamishaus_Rümlisberg_17;Mamishaus;Rümlisberg_17;594843.6;183687.9;Aalb;46.80433;7.371085;867.04;869.77;NA;3152;Mamishaus;Hubelholz;Bern;Switzerland
312;Mamishaus_Lehn;Mamishaus;Lehn;595455.3;184076.6;Pabi;46.807831;7.379093;799.81;793.53;18.2;3152;Mamishaus;Lehn;Bern;Switzerland
313;Schmitten_Lanthenholz_17;Schmitten;Lanthenholz_17;585494.9;187987.2;Aalb;46.842865;7.248477;709.55;691.13;28.0;3185;Schmitten (FR);Lanthenholz;Fribourg;Switzerland
314;Rüschegg_Bärenwart;Rüschegg;Bärenwart;595771.2;181565.7;Fsyl;46.785247;7.383256;877.79;871.47;NA;3153;Rüschegg Gambach;Chräjere;Bern;Switzerland
315;Riggisberg_Oberi Holzweid;Riggisberg;Oberi Holzweid;600023.1;184707.4;Fexc;46.813521;7.438938;777.27;780.41;NA;3132;Riggisberg;Stutz;Bern;Switzerland
316;Heitenried_Tannenholz;Heitenried;Tannenholz;588414.6;186507.1;Pabi;46.829609;7.286791;705.43;698.27;33.5;1714;Heitenried;Tannholz;Fribourg;Switzerland
317;Fribourg_Ste.Croix_17;Fribourg;Ste. Croix_17;578470.4;183055.9;Fsyl;46.798315;7.156622;600.46;604.88;NA;1700;Fribourg;Bois de Pérolles;Fribourg;Switzerland
318;Heitenried_Tannenholz_W;Heitenried;Tannenholz_W;588208.6;186348.6;Fsyl;46.828179;7.284095;727.61;720.39;21.6;1714;Heitenried;Tannholz;Fribourg;Switzerland
319;Bösingen_Gertholz_17;Bösingen;Gertholz_17;585491.4;193372.6;Fsyl;46.891308;7.248259;563.84;555.75;NA;3178;Bösingen;Bergholz;Fribourg;Switzerland
320;Flamatt_Zehnthus_E;Flamatt;Zehnthus_E;588515.3;193091.1;Fexc;46.888835;7.287944;588.87;593.23;NA;3184;Wünnewil;Moosacher;Fribourg;Switzerland
321;Guggisberg_Willmesacher_17;Guggisberg;Willmesacher_17;590966.4;179815.8;Aalb;46.769458;7.32037;989.82;977.56;35.6;3158;Guggisberg;Schillisried;Bern;Switzerland
322;Flamatt_railroad;Flamatt;railroad;590507.3;193009.1;Fsyl;46.888129;7.314082;593.75;583.09;NA;3175;Flamatt;Bahnhofstrasse;Fribourg;Switzerland
323;Schwarzenburg_Chilchermatt_S;Schwarzenburg;Chilchermatt_S;593487.2;184224.9;Aalb;46.809149;7.353307;874.08;872.12;NA;3150;Schwarzenburg;Stiersackerhölzli;Bern;Switzerland
324;St. Antoni_Stockera;St. Antoni;Stockera;587446.9;183859.7;Pabi;46.805777;7.274181;845.45;837.20;NA;1715;Alterswil FR;Grossholz;Fribourg;Switzerland
325;Kalchstätten_Chlyni Heid_17;Kalchstätten;Chlyni Heid_17;589860;181016.8;Aalb;46.780245;7.305857;929.29;933.85;20.3;3159;Riedstätt;Hundschüpfen;Bern;Switzerland
326;Guggisberg_Underbalm_17;Guggisberg;Underbalm_17;592791.8;177760;Aalb;46.750988;7.3443;1054.69;1035.85;32.5;3156;Riffenmatt;Allmendwald;Bern;Switzerland
327;Mamishaus_Hausmattweid_17;Mamishaus;Hausmattweid_17;594269.6;184302.6;Pabi;46.809855;7.363557;865.53;867.43;28.1;3152;Mamishaus;Duntelenhölzli;Bern;Switzerland
328;Mamishaus_Hintermutten;Mamishaus;Hintermutten;594575.7;184371.4;Aalb;46.810477;7.367567;831.12;828.88;27.9;3152;Mamishaus;Hostatt;Bern;Switzerland
329;Lanzenhäusern_Finel_17;Lanzenhäusern;Finel_17;593100.6;188815.6;Aalb;46.85044;7.348173;721.60;722.21;NA;3148;Lanzenhäusern;Höhlenholz;Bern;Switzerland
330;Elisried_Höhi;Elisried;Höhi;595835.1;185607.8;Fsyl;46.821608;7.384056;841.70;855.06;15.7;3152;Mamishaus;Halden;Bern;Switzerland
331;Le Mouret_Praroman;Le Mouret;Praroman;581002.4;177910.7;Pabi;46.75211;7.190002;730.88;722.65;NA;1724;Le Mouret;Bois à Moutzo;Fribourg;Switzerland
332;St. Antoni_Menzishus_W;St. Antoni;Menzishus_W;586444.9;187012.2;Pabi;46.834114;7.260961;670.72;658.77;23.2;1713;St. Antoni;Graben;Fribourg;Switzerland
333;Alterswil_Chleholz_17;Alterswil;Chleholz_17;588387.2;181453.4;Pabi;46.784148;7.286561;877.10;870.67;NA;1715;Alterswil FR;Chleeholz;Fribourg;Switzerland
334;St. Sylvester_Chrachen;St. Sylvester;Chrachen;584465.5;176105;Pabi;46.735957;7.235387;816.73;807.29;27.1;1736;St. Silvester;Muelers;Fribourg;Switzerland
335;Rechthalten_Sonnenberg;Rechthalten;Sonnenberg;583874.5;178840.4;Pabi;46.760549;7.227558;863.49;847.15;25.8;1718;Rechthalten;Farnerawald;Fribourg;Switzerland
336;Alterswil_Baletswil_treeline;Alterswil;Baletswil_treeline;585023.3;181177.7;Fexc;46.781601;7.242519;790.84;793.30;16.6;1717;St. Ursen;Leimacher;Fribourg;Switzerland
337;Wünnewil_Nussbaumen_17;Wünnewil;Nussbaumen_17;587379.2;193118.9;Fsyl;46.889065;7.273036;554.97;552.27;NA;3184;Wünnewil;Nussbaumenholz;Fribourg;Switzerland
338;Giffers_Poplera;Giffers;Poplera;582029.9;178789.6;Fsyl;46.760044;7.203415;706.47;707.49;16.1;1735;Giffers;Stützli;Fribourg;Switzerland
339;Villarsel_Nesslerabach_17;Villarsel;Nesslerabach_17;580971.1;178743.2;Fsyl;46.759598;7.189557;698.45;704.51;29.6;1724;Le Mouret;Bois de la Rotzetta;Fribourg;Switzerland
340;Praroman_Chechin;Praroman;Chechin;580977.1;178411.8;Fsyl;46.756617;7.18965;697.51;685.11;25.0;1724;Le Mouret;Bois de la Rotzetta;Fribourg;Switzerland
341;St. Sylvester_Gomma;St. Sylvester;Gomma;581860.2;177670.4;Pabi;46.749972;7.201238;775.00;780.20;22.4;1736;St. Silvester;Gomma;Fribourg;Switzerland
342;Le Mouret_Montrévaz;Le Mouret;Montévraz;580146.7;175426.3;Fsyl;46.729736;7.178911;829.22;838.49;27.2;1724;Montévraz;La Perrausa;Fribourg;Switzerland
343;Schmitten_Lanthen_spruce;Schmitten;Lanthen_spruce;586166.3;188469.7;Pabi;46.847219;7.257264;638.87;632.65;25.2;3185;Schmitten (FR);Hofegerta;Fribourg;Switzerland
344;Heitenried_Winterlingen_17;Heitenried;Winterlingen_17;588657.1;185930.5;Pabi;46.824426;7.289984;751.24;750.11;23.6;1714;Heitenried;Winterlingen;Fribourg;Switzerland
345;St. Antoni_Menzihus_E;St. Antoni;Menzishus_E;587415.3;187003.2;Aalb;46.834053;7.273679;718.81;717.45;NA;1713;St. Antoni;Äbnetholz;Fribourg;Switzerland
346;Schwarzsee_Röhrli;Schwarzsee;Röhrli;589129.8;170340.9;Pabi;46.684199;7.296551;1024.42;1023.90;NA;1716;Schwarzsee;Schwarzseestrasse;Fribourg;Switzerland
347;Düdingen_St. Wolfgangholz_17;Düdingen;Unter St. Wolfgangholz_17;580552.3;186826.7;Pabi;46.832299;7.18373;634.75;632.39;32.5;3186;Düdingen;St. Wolfgang;Fribourg;Switzerland
348;Milken_Milkeholz_17;Milken;Milkeholz_17;593427.6;182639.9;Aalb;46.794891;7.35255;888.86;870.46;36.0;3157;Milken;Milkenholz;Bern;Switzerland
349;Brünisried_Brüggla;Brünisried;Brüggla;587603.6;179914.5;Pabi;46.770291;7.276341;834.88;829.72;14.0;1715;Alterswil FR;Selgisberg;Fribourg;Switzerland
350;Tafers_Brunnenbergrain_17;Tafers;Brunnenbergrain_17;583523.3;184516.1;Aalb;46.811595;7.222755;729.24;717.67;30.0;1712;Tafers;Oberholz;Fribourg;Switzerland
351;Boltigen_Steiniwald;Boltigen;Steiniwald;595598.4;163845.6;Pabi;46.625845;7.381166;918.50;884.35;NA;3766;Boltigen;Steiniwald;Bern;Switzerland
352;Pierrafortscha_Bois de Morvin_17;Pierrafortscha;Bois de Morvin_17;581140.5;181290.3;Pabi;46.782515;7.191669;771.37;764.02;NA;1723;Pierrafortscha;Bois de Morvin;Fribourg;Switzerland
353;Guggisberg_Flöschachere;Guggisberg;Flöschachere;590542;179207.9;Aalb;46.763983;7.314826;994.43;978.03;31.7;3158;Guggisberg;Hattenmattholz;Bern;Switzerland
354;Schwarzenburg_Gäu;Schwarzenburg;Gäu;591806.8;183143;Pabi;46.799398;7.331311;873.65;874.42;26.2;3150;Schwarzenburg;Büblerenhölzli;Bern;Switzerland
355;Schwarzenburg_Eigen_17;Schwarzenburg;Eigen_17;591399;182522.1;Aalb;46.793808;7.325982;923.12;891.50;NA;3150;Schwarzenburg;Lischbühl;Bern;Switzerland
356;Schwarzenburg_Chilchermatt_W;Schwarzenburg;Chilchermatt_W;593342.3;184354.8;Aalb;46.810315;7.351407;820.77;835.94;NA;3150;Schwarzenburg;Stiersackerhölzli;Bern;Switzerland
357;Plaffeien_Jostrüti;Plaffeien;Jostrüti;588561.3;175070;Pabi;46.72673;7.289001;910.58;909.20;NA;1716;Plaffeien;Riedli;Fribourg;Switzerland
358;Oberschrot_Allmetsried;Oberschrot;Allmetsried;587252.2;175568.6;Pabi;46.731191;7.271863;929.90;930.63;NA;1716;Oberschrot;Oberschrotwald;Fribourg;Switzerland
359;Zumholz_treeline;Zumholz;treeline;588375.6;178006;Pabi;46.753137;7.286497;896.41;896.49;NA;1719;Zumholz;Riedgarten;Fribourg;Switzerland
360;Brünisried_Grabersland_17;Brünisried;Grabersland_17;587605.7;178454.1;Fsyl;46.757154;7.276409;897.65;878.98;NA;1719;Brünisried;Seitehölzli;Fribourg;Switzerland
361;Alterswil_Wolgiswil_17;Alterswil;Wolgiswil_17;584542.4;182479.7;Pabi;46.793302;7.236177;725.18;720.52;NA;1715;Alterswil FR;Dälhölzli;Fribourg;Switzerland
362;St. Antoni_Steinberg_17;St. Antoni;Steinberg_17;588069.6;185190.6;Pabi;46.81776;7.282303;824.84;814.46;35.3;1713;St. Antoni;Hubelholz;Fribourg;Switzerland
363;Bösingen_Frieseneit_pinus;Bösingen;Frieseneit_pinus;584881.8;191332.1;Psyl;46.87294;7.240327;636.89;633.68;NA;3178;Bösingen;Bodenholz;Fribourg;Switzerland
364;St. Sylvester_Goleta;St. Sylvester;Goleta;582098.7;177868.5;Fsyl;46.75176;7.204352;741.78;742.33;NA;1736;St. Silvester;Goleta;Fribourg;Switzerland
365;Cordast_Grand_bois;Cordast;Grand-Bois;578665.7;190479.6;Pabi;46.865099;7.158832;641.21;623.78;29.6;1783;Barberêche;Bois Dessous;Fribourg;Switzerland
366;Wünnewil_Mühle;Wünnewil;Mühle;588565.2;191432.1;Qrob;46.873913;7.288641;588.41;578.13;NA;3184;Wünnewil;Bluemisberg;Fribourg;Switzerland
367;Guggisberg_Brannele_17;Guggisberg;Brannele_17;590979.5;179389.4;Aalb;46.765622;7.320549;1084.16;1071.71;33.0;3158;Guggisberg;Hattenmattholz;Bern;Switzerland
368;Aeckenmatt_Mühle_17;Aeckenmatt;Mühle_17;594069.4;189193.8;Aalb;46.853851;7.36087;678.53;673.87;32.0;3148;Lanzenhäusern;Fuhrmattholz;Bern;Switzerland
369;Bösingen_Risau;Bösingen;Risau;583058.2;194633.2;Psyl;46.902589;7.216284;532.62;524.07;29.0;3179;Kriechenwil;Bollholz;Bern;Switzerland
370;Bösingen_Riederberg;Bösingen;Riederberg;583406.9;192091.6;Qrob;46.879736;7.220954;553.63;555.42;NA;3178;Bösingen;Riederberg;Fribourg;Switzerland
371;Rechthalten_Nümatt;Rechthalten;Nümatt;583890.3;179447.1;Qrob;46.766007;7.227743;807.88;812.27;NA;1718;Rechthalten;Nümatt;Fribourg;Switzerland
372;Villarsel_17;Villarsel;17;579828.1;179226.6;Pabi;46.763912;7.174575;700.74;694.34;34.0;1723;Villarsel-sur-Marly;Bois de la Tailla;Fribourg;Switzerland
373;Plaffeien_Jostrüti_17;Plaffeien;Jostrüti_17;588545.9;175173.7;Pabi;46.727662;7.288797;898.47;885.00;NA;1716;Plaffeien;Riedli;Fribourg;Switzerland
374;Rechthalten_Moosholz_W;Rechthalten;Moosholz_W;585342.3;178594.2;Pabi;46.758368;7.246779;906.50;903.68;25.7;1718;Rechthalten;Moosholz;Fribourg;Switzerland
375;Bösingen_Bollholz;Bösingen;Bollholz;583256.4;194761.9;Pmen;46.903752;7.218881;532.83;527.90;NA;3179;Kriechenwil;Bollholz;Bern;Switzerland
376;Marly_Les_Fontanettes_17;Marly;Les_Fontanettes_17;578602.1;179909.3;Pabi;46.770015;7.158494;654.48;648.48;38.0;1723;Marly;Vers Biolley;Fribourg;Switzerland
377;Le Mouret_Le Grâbo;Le Mouret;Le Grabo;580735.1;177561.2;Qrob;46.748958;7.186519;732.90;734.20;14.7;1724;Le Mouret;Le Moulin-du-Grâbo;Fribourg;Switzerland
378;Rüschegg_Gambach_W;Rüschegg;Gambach_W;594737.4;180717.1;Fsyl;46.777606;7.369728;982.29;964.81;NA;3153;Rüschegg Gambach;Gräbli;Bern;Switzerland
379;Tentlingen_Vieille Rossmatta_buzz;Tentlingen;Vieille Rossmatta_buzz;580043.4;179596;Fsyl;46.767241;7.177377;692.98;690.34;NA;1723;Marly;Route des Pralettes;Fribourg;Switzerland
380;Alterswil_Kütt;Alterswil;Kütt;587228.7;181200;Pabi;46.781848;7.271397;753.26;746.78;NA;1715;Alterswil FR;Sagenacher;Fribourg;Switzerland
381;Bourguillon_Gottéron_18;Bourguillon;Gottéron_18;579910.5;183462.8;Fsyl;46.802021;7.175467;636.10;648.87;NA;1722;Bourguillon;Chemin de la Fenettaz;Fribourg;Switzerland
382;Bundtels_Galmisberg_18;Bundtels;Galmisberg_18;583329.7;190191.3;Fsyl;46.86264;7.220011;649.80;626.58;NA;3186;Düdingen;Galmisberg;Fribourg;Switzerland
383;Tentlingen_Bärg_18;Tentlingen;Bärg_18;581438.4;180424.1;Fsyl;46.774731;7.195605;720.58;720.32;21.8;1723;Pierrafortscha;Côte des Foyards;Fribourg;Switzerland
384;Plaffeien_Vorsessli;Plaffeien;Vorsessli;589333.3;175153.9;Pabi;46.727497;7.299099;860.51;840.31;NA;1738;Sangernboden;Weidli;Bern;Switzerland
385;Brünisried_Brüggla_18;Brünisried;Brüggla_18;587655.9;180033.7;Fexc;46.771364;7.277023;812.56;810.92;NA;1715;Alterswil FR;Brüggla;Fribourg;Switzerland
386;Gurmels_Kleinbösingen_18;Gurmels;Kleinbösingen_18;582134.4;193175.3;Pabi;46.889451;7.204217;519.29;519.06;NA;3213;Kleinbösingen;Ribacherrain;Fribourg;Switzerland
387;Düdingen_Räsch_18;Düdingen;Räsch_18;578636.6;186859.7;Fsyl;46.832537;7.15862;567.63;557.59;NA;3186;Düdingen;Bachmatte;Fribourg;Switzerland
388;Alterswil_Seliholz_18;Alterswil;Seliholz_18;585726.2;184338.8;Pabi;46.810052;7.251623;732.96;734.61;NA;1713;St. Antoni;Zum Holz;Fribourg;Switzerland
389;Flamatt_Sensebrücke_18;Flamatt;Sensebrücke_18;589012.4;193388.7;Fsyl;46.891521;7.294459;581.26;567.63;NA;3184;Wünnewil;Buecheholz;Fribourg;Switzerland
390;St. Antoni_Ufem Berg_18;St. Antoni;Ufem Berg_18;586941.5;186786.6;Pabi;46.832095;7.267476;702.07;696.50;NA;1713;St. Antoni;Hintertsriedholz;Fribourg;Switzerland
391;Ependes_Ependes_18;Ependes;Ependes_18;577804.6;178778.8;Pabi;46.759819;7.148109;701.71;678.15;NA;1731;Ependes FR;Bois du Riau;Fribourg;Switzerland
392;Bösingen_Waldheim_18;Bösingen;Waldheim_18;585940.5;193507.8;Fsyl;46.892534;7.254148;560.42;561.16;22.1;3178;Bösingen;Cholrain;Fribourg;Switzerland
393;Ueberstorf_Hundsflueh_18;Ueberstorf;Hundsflueh_18;593120.2;192131.1;Pabi;46.880264;7.348379;645.74;631.56;NA;3182;Ueberstorf;Brugera;Fribourg;Switzerland
394;Aeckenmatt_Mühle_18;Aeckenmatt;Mühle_18;594070.5;189147.3;Aalb;46.853433;7.360884;691.39;680.82;NA;3148;Lanzenhäusern;Fuhrmattholz;Bern;Switzerland
395;Aeckenmatt_Mühle_Burlingen;Aeckenmatt;Mühle_Burlingen;593909;188979.5;Aalb;46.851922;7.35877;700.42;699.85;NA;3148;Lanzenhäusern;Studengraben;Bern;Switzerland
396;Schwarzenburg_Herrenholz_18;Schwarzenburg;Herrenholz_18;593519.3;183715.8;Aalb;46.80457;7.353735;853.99;843.76;NA;3157;Milken;Herrenholz;Bern;Switzerland
397;St. Antoni_Bächlisbrunnen_18;St. Antoni;Bächlisbrunnen_18;587040.4;184970.3;Fsyl;46.815759;7.268823;810.34;802.45;NA;1713;St. Antoni;Flüeacherholz;Fribourg;Switzerland
398;Kleingurmels_Under Gruenenburg_18;Kleingurmels;Under Gruenenburg_18;581801.5;192946.4;Pabi;46.887383;7.199859;547.07;531.02;NA;3213;Kleinbösingen;Gammacherrain;Fribourg;Switzerland
399;Bösingen_Risau_18;Bösingen;Risau_18;582762.8;194591.2;Psyl;46.902204;7.212409;521.15;524.03;29.0;3179;Kriechenwil;Tannholz;Bern;Switzerland
400;Heitenried_Schinelhus_18;Heitenried;Schinelhus_18;589521.5;185490.2;Fsyl;46.820479;7.301322;778.00;770.19;24.3;1714;Heitenried;Chrume;Fribourg;Switzerland
401;Alterswil_Rüti_18;Alterswil;Rüti_18;586895.3;180575.4;Pabi;46.776222;7.267049;811.51;800.25;NA;1718;Rechthalten;Steinbrunnenholz;Fribourg;Switzerland
402;St. Ursen_Röschiwil_18;St. Ursen;Röschiwil_18;583211.2;180495.5;Fsyl;46.77542;7.218814;773.90;772.27;20.8;1717;St. Ursen;Feista;Fribourg;Switzerland
403;Le Mouret_Le Grâbo_18;Le Mouret;Le Grabo_18;580396.2;177467.6;Qrob;46.748106;7.182088;740.47;738.82;15.4;1724;Le Mouret;Intre-Chè;Fribourg;Switzerland
404;Alterswil_Chäla;Alterswil;Chäla;589386.6;181902.6;Aalb;46.788206;7.299637;890.00;878.07;NA;1715;Alterswil FR;Bodenholz;Fribourg;Switzerland
405;Bourguillon_Hattenberg_18;Bourguillon;Hattenberg_18;580999;183618.5;Fsyl;46.803454;7.18972;638.63;673.54;17.0;1717;St. Ursen;Hattenbergrain;Fribourg;Switzerland
406;Alterswil_Geriwil;Alterswil;Geriwil;586521.5;182325.6;Fexc;46.791959;7.262104;735.84;727.27;NA;1715;Alterswil FR;Ausbruchmatta;Fribourg;Switzerland
407;Ueberstorf_Oberholzwald_18;Ueberstorf;Oberholzwald_18;592574.8;189591.6;Fsyl;46.857414;7.341266;783.31;761.87;20.2;3182;Ueberstorf;Tannacher;Fribourg;Switzerland
408;Le Mouret_Montévraz_18;Le Mouret;Montévraz_18;580191.5;175219.4;Pabi;46.727876;7.179506;861.75;852.53;25.2;1724;Montévraz;Au village (Montévraz);Fribourg;Switzerland
409;Villarsel_Nesslerabach_18;Villarsel;Nesslerabach_18;580959.1;178668.5;Fsyl;46.758925;7.189404;706.90;709.31;NA;1724;Le Mouret;Bois de la Rotzetta;Fribourg;Switzerland
410;Rechthalten_Entemoos;Rechthalten;Entemoos;585889.2;179278;Bpen;46.764531;7.253917;879.89;874.31;14.7;1718;Rechthalten;Löhlimoos;Fribourg;Switzerland
411;Düdingen_Horia_18;Düdingen;Horia_18;582360.4;186792.8;Qrob;46.832044;7.207431;647.06;645.46;NA;3186;Düdingen;Mariahilf;Fribourg;Switzerland
412;Schmitten_Ettelberg_18;Schmitten;Ettelberg_18;586782.3;188791.5;Fsyl;46.850126;7.265331;692.28;686.05;18.4;3185;Schmitten (FR);Bunziwilholz;Fribourg;Switzerland
413;Wahlern_Gänsemoos_18;Wahlern;Gänsemoos_18;593278.6;187098.8;Aalb;46.834999;7.350531;855.38;843.41;31.5;3150;Schwarzenburg;Hohliebeholz;Bern;Switzerland
414;Giffers_Buntschumüli;Giffers;Buntschumüli;582957.6;180282.3;Fsyl;46.773497;7.215503;749.49;760.17;12.3;1734;Tentlingen;Moos;Fribourg;Switzerland
415;Guggisberg_Multernboden;Guggisberg;Multernboden;590768.1;179495.1;Aalb;46.76657;7.31778;970.50;972.48;29.2;3158;Guggisberg;Hublen;Bern;Switzerland
416;St. Sylvester_Hangeried;St. Sylvester;Hangeried;582784.5;178016;Pabi;46.753105;7.213321;763.81;764.95;NA;1736;St. Silvester;Tschüpru;Fribourg;Switzerland
417;Heitenried_Winterlingen_18;Heitenried;Winterlingen_18;588793.5;185878.9;Fsyl;46.823964;7.291773;748.50;746.34;NA;1714;Heitenried;Brämeriedholz;Fribourg;Switzerland
418;St. Sylvester_Matta_18;St. Sylvester;Matta_18;582848;177527.8;Pabi;46.748715;7.214171;766.70;752.62;NA;1736;St. Silvester;Tschüprubächli;Fribourg;Switzerland
419;Tentlingen_Vieille Rossmatta_18;Tentlingen;Vieille Rossmatta_18;580035.5;179505.7;Fsyl;46.766429;7.177279;689.24;685.73;NA;1723;Marly;Route des Pralettes;Fribourg;Switzerland
420;Alterswil_Galteren_E;Alterswil;Galteren_E;584026.1;183333.5;Qrob;46.800969;7.229385;696.43;688.44;17.7;1712;Tafers;Im Grabe;Fribourg;Switzerland
421;Schmitten_Lanthen_18;Schmitten;Lanthen_18;586087.7;188445.5;Pabi;46.847;7.256234;642.34;630.01;NA;3185;Schmitten (FR);Hofegerta;Fribourg;Switzerland
422;Oberschrot_Sali_18;Oberschrot;Sali_18;586849;176531.2;Qrob;46.739843;7.26656;918.09;924.52;16.4;1716;Oberschrot;Lengisried;Fribourg;Switzerland
423;St. Antoni_Holzacher;St. Antoni;Holzacher;586222.3;186362.9;Aalb;46.828269;7.258062;699.40;703.72;NA;1713;St. Antoni;Burgbüelhölzli;Fribourg;Switzerland
424;Lentigny_Bouleire;Lentigny;Bouleire;567890.1;178855.3;Pabi;46.760102;7.018329;735.65;727.75;NA;1745;Lentigny;Les Bouleires;Fribourg;Switzerland
425;St. Ursen_Christlisberg;St. Ursen;Christlisberg;582010.1;181935.7;Fsyl;46.788344;7.203032;682.43;672.08;NA;1717;St. Ursen;Kapellenmatta;Fribourg;Switzerland
426;Praroman_Chechin_18;Praroman;Chechin_18;580919.8;178306.3;Fsyl;46.755666;7.188904;717.68;720.68;NA;1724;Le Mouret;Tsetsin;Fribourg;Switzerland
427;Brünisried_Brüggla_oak;Brünisried;Brüggla_oak;587562.5;179827.7;Qrob;46.769509;7.275806;843.69;843.39;NA;1715;Alterswil FR;Holzgassa;Fribourg;Switzerland
428;Tafers_Angstorfwäldli_18;Tafers;Angstorfwäldli_18;583365.5;186678.5;Pabi;46.831043;7.220609;673.85;665.71;NA;3186;Düdingen;Angstorfwäldli;Fribourg;Switzerland
429;St. Antoni_Moos;St. Antoni;Moos;586893;184196;Qrob;46.808791;7.266915;797.86;789.21;26.2;1713;St. Antoni;Guglenberg;Fribourg;Switzerland
430;Treyvaux_Traumatta;Treyvaux;Traumatta;576471.4;173233.9;Pabi;46.709894;7.130944;941.90;939.69;20.7;1634;La Roche FR;La Combert;Fribourg;Switzerland
431;Kleingurmels_Under Gruenenburg_spruce;Kleingurmels;Under Gruenenburg_spruce;581742.5;192744.4;Pabi;46.885564;7.199092;524.18;502.71;NA;3213;Kleinbösingen;Gammacherrain;Fribourg;Switzerland
432;Bösingen_Gertholz_18;Bösingen;Gertholz_18;585739.2;193462.7;Fsyl;46.892124;7.251508;560.83;562.65;22.4;3178;Bösingen;Schlundholz;Fribourg;Switzerland
433;Bösingen_Noflenau_18;Bösingen;Noflenau_18;586711.3;193192.2;Fsyl;46.889711;7.264271;555.14;551.43;NA;3184;Wünnewil;Farneraholz;Fribourg;Switzerland
434;Villarsel_18;Villarsel;18;579426.5;179521.8;Fsyl;46.766555;7.169305;680.62;678.52;NA;1723;Villarsel-sur-Marly;Bois des Noutes;Fribourg;Switzerland
435;St. Sylvester_Flue;St. Sylvester;Flue;584794.7;175763.4;Pabi;46.732892;7.239706;845.04;832.21;NA;1736;St. Silvester;Muelers;Fribourg;Switzerland
436;Schmitten_Fillistorf_18;Schmitten;Fillistorf_18;584549.4;189949.6;Fexc;46.860496;7.236015;638.39;630.49;NA;3185;Schmitten (FR);Herrenmatte;Fribourg;Switzerland
437;Brünisried_Schürlimatta;Brünisried;Schürlimatta;587230.8;177900.5;Acer;46.752167;7.271517;971.32;952.64;17.7;1719;Brünisried;Menzisberg;Fribourg;Switzerland
438;Tafers_Rohr_18;Tafers;Rohr_18;584638.5;185669.4;Psyl;46.821996;7.237329;718.38;707.42;NA;1712;Tafers;Vorders Rohrholz;Fribourg;Switzerland
439;Barberêche_Manoir;Barberêche;Manoir;579008.1;189864.6;Fsyl;46.859579;7.16335;572.82;560.39;NA;1783;Barberêche;Bois des Goulets;Fribourg;Switzerland
440;Gurmels_Kleinbösingen_N;Gurmels;Kleinbösingen_N;582431.2;194401.5;Psyl;46.900489;7.208064;540.14;523.96;NA;3213;Kleinbösingen;Wannera;Fribourg;Switzerland
441;St. Ursen_Chürscheli;St. Ursen;Chürscheli;584656.5;181175.7;Fsyl;46.781574;7.237715;778.46;777.30;27.1;1717;St. Ursen;Birchholz;Fribourg;Switzerland
442;Oberschrot_Bärfeli_18;Oberschrot;Bärfeli_18;586343.4;176596.1;Qrob;46.740416;7.259943;944.87;933.83;NA;1716;Oberschrot;Grundberg;Fribourg;Switzerland
443;Ueberstorf_Ufem Burst_18;Ueberstorf;Ufem Burst_18;592653.7;190702.4;Qrob;46.867407;7.342282;727.09;710.36;NA;3182;Ueberstorf;Zubacker;Fribourg;Switzerland
444;Alterswil_Halta;Alterswil;Halta;586670.7;181145.6;Pabi;46.781347;7.264092;767.96;766.42;NA;1717;St. Ursen;Haltaholz;Fribourg;Switzerland
445;Rechthalten_Moosholz_18;Rechthalten;Moosholz_18;585402.2;178751.5;Pabi;46.759785;7.247558;883.15;889.12;NA;1718;Rechthalten;Moosholz;Fribourg;Switzerland
