ID;nest_name;municipaliy;location;coordX;coordY;tree_species;latitude;longitude;eu_dem_v11;swissALTI;nest_height_m;official_zip;official_municipality;official_locality;official_canton;official_country
151;Heitenried_Schürgraben;Heitenried;Schürgraben;588215;188450;Psyl;46.847081;7.284125;708.15;697.48;23.0;1714;Heitenried;Hubelholz;Fribourg;Switzerland
152;Düdingen_Balliswil;Düdingen;Balliswil;579760;186056;Fsyl;46.825342;7.173381;627.45;619.90;30.0;3186;Düdingen;Graben;Fribourg;Switzerland
153;Neuenegg_Brüggli;Neuenegg;Brüggli;589661;194473;Psyl;46.901284;7.302945;597.38;589.07;NA;3176;Neuenegg;Schatterain;Bern;Switzerland
154;Schmitten_Fillistorf;Schmitten;Fillistorf;584517;189957;Fsyl;46.860561;7.23559;637.86;627.76;35.0;3185;Schmitten (FR);Herrenmatte;Fribourg;Switzerland
155;St. Antoni_Steinberg;St. Antoni;Steinberg;587790;185102;Fsyl;46.816957;7.278643;878.56;863.91;NA;1713;St. Antoni;Hubelholz;Fribourg;Switzerland
156;Ueberstorf_Oberholzwald;Ueberstorf;Oberholzwald;592551;189636;Pstr;46.857813;7.340953;789.95;776.75;20.2;3182;Ueberstorf;Oberholzwald;Fribourg;Switzerland
157;Lanzenhäusern_Finel;Lanzenhäusern;Finel;593111;188860;Aalb;46.850839;7.348309;717.78;705.21;30.0;3148;Lanzenhäusern;Höhlenholz;Bern;Switzerland
158;Rechthalten_Moosholz;Rechthalten;Moosholz;585370;178731;Ldec;46.759599;7.247138;891.96;888.69;30.0;1718;Rechthalten;Moosholz;Fribourg;Switzerland
159;Düdingen_Meierisli;Düdingen;Meierisli;579893;188085;Pabi;46.843598;7.175034;585.64;581.03;21.1;3186;Düdingen;Oberchiemi;Fribourg;Switzerland
160;Guggisberg_Underbalm;Guggisberg;Underbalm;592560;178512;Pabi;46.757749;7.341254;1020.46;1038.63;22.2;3156;Riffenmatt;Buchwald;Bern;Switzerland
161;Liebistorf_Längeberg;Liebistorf;Längeberg;581003;195605;Psyl;46.911275;7.189271;574.08;571.42;NA;3213;Liebistorf;Galmwald;Fribourg;Switzerland
162;Kalchstätten_Chlyni Heid;Kalchstätten;Chlyni Heid;589830;180968;Aalb;46.779805;7.305466;930.86;933.59;NA;3159;Riedstätt;Hundschüpfen;Bern;Switzerland
163;Riedstätt_Mittlisried;Riedstätt;Mittlisried;590969;180890;Aalb;46.77912;7.320382;1014.40;1005.37;27.2;3159;Riedstätt;Bützerenwald;Bern;Switzerland
164;Milken_Milkeholz;Milken;Milkeholz;593587;182566;Aalb;46.794227;7.354639;919.33;899.26;38.0;3157;Milken;Milkenholz;Bern;Switzerland
165;Milken_Halten;Milken;Halten;594310;182071;Aalb;46.789782;7.364115;909.36;913.15;22.0;3157;Milken;Enggewilweid;Bern;Switzerland
166;Zumholz_Brand edge;Zumholz;Brand edge;588653;178642;Pabi;46.758863;7.290112;835.07;829.89;21.8;1719;Zumholz;Riedgarten;Fribourg;Switzerland
167;Bundtels_Galmisberg;Bundtels;Galmisberg;583070;190072;Fsyl;46.86156;7.21661;646.22;649.30;NA;3186;Düdingen;Steinler;Fribourg;Switzerland
168;Bösingen_Fendringen;Bösingen;Fendringen;584446;192251;Psyl;46.881195;7.23458;604.22;614.48;22.6;3178;Bösingen;Spitzholz;Fribourg;Switzerland
169;Litzistorf_Ulmus;Litzistorf;Ulmus;583759;191620;Umin;46.875502;7.22559;575.21;571.59;NA;3178;Bösingen;Bächlimatte;Fribourg;Switzerland
170;Tafers_Rohr;Tafers;Rohr;584678;185800;Aalb;46.823171;7.237842;726.57;719.48;27.8;1712;Tafers;Vorders Rohrholz;Fribourg;Switzerland
171;Riffenmatt_Büel;Riffenmatt;Büel;593910;181054;Aalb;46.780629;7.358892;1112.67;1106.88;NA;3153;Rüschegg Gambach;Büelholz;Bern;Switzerland
172;Zollhaus_Martisgräbli;Zollhaus;Martisgräbli;589739;174641;Pabi;46.72289;7.304418;963.37;961.52;22.5;1738;Sangernboden;Heineli;Bern;Switzerland
173;Brünisried_Brügi;Brünisried;Brügi;586952;179585;Populus sp;46.767314;7.267821;853.81;848.89;15.1;1719;Brünisried;Hohlmatta;Fribourg;Switzerland
174;Alterswil_Punt;Alterswil;Punt;588089;182091;Qrob;46.789878;7.28264;786.70;783.37;NA;1715;Alterswil FR;Eichmatta;Fribourg;Switzerland
175;Ueberstorf_Banholz center;Ueberstorf;Banholz center;589224;190538;Fsyl;46.865881;7.297304;685.63;674.01;27.8;3184;Wünnewil;Bannholz;Fribourg;Switzerland
176;Schwarzenburg_Chilchermatt;Schwarzenburg;Chilchermatt;593527;184249;Pabi;46.809366;7.353829;867.16;872.80;22.0;3150;Schwarzenburg;Stiersacker;Bern;Switzerland
177;St. Antoni_Guglenberg;St. Antoni;Guglenberg;586511;184529;Pabi;46.811778;7.261901;778.92;777.23;23.5;1713;St. Antoni;Schrickholz;Fribourg;Switzerland
178;Onnens_16;Onnens;16;569315;181110;Pabi;46.780451;7.036829;713.22;709.06;23.9;1756;Onnens FR;En Salley;Fribourg;Switzerland
179;Ependes_Ependes W;Ependes;Ependes W;577871;178676;Pabi;46.758896;7.148983;705.97;695.89;NA;1731;Ependes FR;Bois du Riau;Fribourg;Switzerland
180;Villarsel_very N;Villarsel;very N;579792;179272;Fsyl;46.764319;7.174101;680.20;700.38;25.3;1723;Villarsel-sur-Marly;Bois de la Tailla;Fribourg;Switzerland
181;Brünisried_Haltli;Brünisried;Haltli;587730;178200;Fexc;46.75487;7.278043;906.62;899.89;19.4;1719;Brünisried;Halta;Fribourg;Switzerland
182;Oberschrot_Sali;Oberschrot;Sali;586967;176678;Pabi;46.741165;7.2681;931.01;915.23;20.7;1716;Oberschrot;Sahli;Fribourg;Switzerland
183;Riffenmatt_Schlüchtli;Riffenmatt;Schlüchtli;593879;179705;Fsyl;46.768494;7.358502;1037.56;1021.68;NA;;;Schluechtli;Bern;Switzerland
184;St. Antoni_Balbertsmatt;St. Antoni;Balbertsmatt;589210;184017;Pabi;46.807222;7.297275;780.46;778.19;25.2;1714;Heitenried;Balbertsmatt;Fribourg;Switzerland
185;Kalchstätten_Lade;Kalchstätten;Lade;590034.3;181222.6;Aalb;46.782099;7.308136;901.75;907.12;NA;3159;Riedstätt;Ladenflüh;Bern;Switzerland
186;St. Ursen_Röschiwil N;St. Ursen;Röschiwil N;583177;180517;Fsyl;46.775613;7.218367;771.17;766.49;17.7;1717;St. Ursen;Röschiwilholz;Fribourg;Switzerland
187;St. Sylvester_Flüeli;St. Sylvester;Flüeli;584038;176599;Fsyl;46.74039;7.229777;833.89;828.10;26.7;1736;St. Silvester;Tscherlawald;Fribourg;Switzerland
188;Plasselb_March;Plasselb;March;585099;176541;Fsyl;46.739893;7.243662;919.79;900.02;NA;1737;Plasselb;Obere March;Fribourg;Switzerland
189;Noréaz_Noréaz_16;Noréaz;Noréaz_16;568390;184770;Fsyl;46.81333;7.024463;614.33;602.13;NA;1757;Noréaz;Les Chaudeires;Fribourg;Switzerland
190;Corserey_Vuettes fraxinus;Corserey;Vuettes fraxinus;566169;179694;Fexc;46.767561;6.995739;682.53;676.28;NA;1747;Corserey;Le Monnat;Fribourg;Switzerland
191;Niedermuhlern_Schür picea;Niedermuhlern;Schür picea;602049;190880;Pabi;46.869043;7.465509;871.22;863.73;25.3;3087;Niedermuhlern;Tann;Bern;Switzerland
192;St. Ursen_Neumatt;St. Ursen;Neumatt;582796;183337;Aalb;46.80097;7.213272;665.34;650.92;25.8;1717;St. Ursen;Neumattholz;Fribourg;Switzerland
193;Bourguillon_Gottéron;Bourguillon;Gottéron;580915;183510;Fsyl;46.802474;7.188624;672.86;649.24;14.4;1717;St. Ursen;Hattenbergrain;Fribourg;Switzerland
194;Alterswil_Seliholz edge;Alterswil;Seliholz edge;585747;184251;Pabi;46.809261;7.251899;755.65;756.66;22.1;1713;St. Antoni;Seeliholz;Fribourg;Switzerland
195;Kalchstätten_Birche;Kalchstätten;Birche;589482;180607;Pabi;46.776552;7.300918;880.25;868.57;27.8;3159;Riedstätt;Rosenhalten;Bern;Switzerland
196;Flamatt_Türrisgraben;Flamatt;Türrisgraben;590255;192205;Fsyl;46.880892;7.31079;606.38;611.56;21.8;3182;Ueberstorf;Riedhalden;Fribourg;Switzerland
197;Ueberstorf_Guldifeld;Ueberstorf;Guldifeld;591067;191720;Pabi;46.876541;7.321452;666.12;659.26;29.3;3182;Ueberstorf;Bergli;Fribourg;Switzerland
198;St. Antoni_Menzishus top;St. Antoni;Menzishus top;587160.5;186994;Aalb;46.833964;7.27034;715.02;713.97;31.2;1713;St. Antoni;Äbnetholz;Fribourg;Switzerland
199;Corserey_N larix;Corserey;N larix;565080;180719;Ldec;46.776724;6.981405;651.92;645.53;NA;1747;Corserey;La Scie-au-Crot;Fribourg;Switzerland
200;Alterswil_Äschlenberg 16;Alterswil;Äschlenberg 16;586582;181570;Pabi;46.785162;7.262918;752.54;758.52;20.8;1717;St. Ursen;Allmendmatt;Fribourg;Switzerland
201;Alterswil_Wolgiswil spruce;Alterswil;Wolgiswil spruce;584612;182522;Aalb;46.793683;7.237088;735.55;719.53;30.2;1715;Alterswil FR;Dälhölzli;Fribourg;Switzerland
202;Bulle_Clos aux Cerfs;Bulle;Clos aux Cerfs;571885;160595;Pabi;46.596024;7.071742;713.21;713.41;22.1;1635;La Tour-de-Trême;Clos aux Cerfs;Fribourg;Switzerland
203;Bulle_La Perause;Bulle;La Perause;568834;161335;Ldec;46.602545;7.031878;863.25;863.10;18.9;1635;La Tour-de-Trême;L'Oubèquetta;Fribourg;Switzerland
204;Bulle_Mollenchins;Bulle;Mollenchins;567160;161480;Aalb;46.603769;7.010019;916.99;908.87;24.2;1630;Bulle;Chemin des Citards;Fribourg;Switzerland
205;Düdingen_Tiefmoos;Düdingen;Tiefmoos;579205;187765;Psyl;46.840698;7.166029;582.35;581.99;29.2;3186;Düdingen;Chiemi;Fribourg;Switzerland
206;Düdingen_Unter St. Wolfgangholz;Düdingen;Unter St. Wolfgangholz;580210;186695;Pabi;46.831104;7.17925;652.24;649.77;22.4;3186;Düdingen;Balliswil;Fribourg;Switzerland
207;Giffers_Obertswil;Giffers;Obertswil;583333;179999;Pabi;46.770957;7.220428;768.64;766.82;33.0;1734;Tentlingen;Röschiwilholz;Fribourg;Switzerland
208;Guggisberg_Brannele;Guggisberg;Brannele;590906;179380;Aalb;46.765536;7.319588;1067.97;1067.78;35.3;3158;Guggisberg;Hattenmattholz;Bern;Switzerland
209;Heitenried_Hinter Schönfels;Heitenried;Hinter Schönfels;590839;186753;Pabi;46.831858;7.318562;793.06;787.14;25.9;1714;Heitenried;Lengacher;Fribourg;Switzerland
210;Kalchstätten_Kalchstätten;Kalchstätten;Kalchstätten;590500;180506;Pabi;46.775659;7.314249;998.97;996.41;24.0;3158;Guggisberg;Hollerbühl;Bern;Switzerland
211;Mamishaus_Hausmattweid spruce;Mamishaus;Hausmattweid spruce;594277;184323;Pabi;46.810038;7.363654;864.06;863.56;NA;3152;Mamishaus;Schwandersbifang;Bern;Switzerland
212;Riffenmatt_Dorfmatte;Riffenmatt;Dorfmatte;592304;181466;Aalb;46.784318;7.337853;977.92;945.53;31.5;3158;Guggisberg;Pfadwald;Bern;Switzerland
213;Sales_Pra Barlatey;Sales;Pra Barlatey;562990;164040;Pabi;46.626578;6.955389;828.14;825.25;24.6;1625;Sâles (Gruyère);Pra Barlatey;Fribourg;Switzerland
214;Schwarzenburg_Zälg;Schwarzenburg;Zälg;593766;184695;Aalb;46.81338;7.356954;854.20;856.04;22.4;3152;Mamishaus;Zälg;Bern;Switzerland
215;St. Antoni_Bächlisbrunnen 16;St. Antoni;Bächlisbrunnen 16;586856;185352;Aalb;46.819188;7.266397;784.73;783.49;25.5;1713;St. Antoni;Cheerholz;Fribourg;Switzerland
216;St. Antoni_Ufem Berg;St. Antoni;Ufem Berg;587080;186814;Aalb;46.832344;7.26929;708.53;713.26;21.9;1713;St. Antoni;Hintertsriedholz;Fribourg;Switzerland
217;Tafers_Brunnenberg;Tafers;Brunnenberg;584868;184591;Aalb;46.8123;7.240372;750.16;734.86;31.0;1712;Tafers;Brunnenbergholz;Fribourg;Switzerland
218;Tentlingen_ Vieille Rossmatta power line;Tentlingen; Vieille Rossmatta power line;580350;179554;Pabi;46.766872;7.181394;703.07;701.14;27.2;1723;Pierrafortscha;Bois du Freitz;Fribourg;Switzerland
219;Ueberstorf_Summerau new nest;Ueberstrof;Summerau new nest;591659;188967;Pabi;46.851785;7.329269;792.96;778.69;29.1;3182;Ueberstorf;Summerau;Fribourg;Switzerland
220;Villarsel_new nest;Villarsel;new nest;579969;179078;Pabi;46.762579;7.176427;714.30;702.03;31.4;1723;Villarsel-sur-Marly;Bois de Corbaroche;Fribourg;Switzerland
221;Chavannes-sous-Orsonnens_La Pâle;Chavannes-sous-Orsonnens;La Pâle;565870;174665;Pabi;46.722308;6.992201;659.77;650.95;19.3;1694;Chavannes-sous-Orsonnens;Perrala;Fribourg;Switzerland
222;Wünnewil_Mülital;Wünnewil;Mülital;587207;190349;Aalb;46.864145;7.270856;636.46;636.40;19.0;3184;Wünnewil;Sageholz;Fribourg;Switzerland
223;Alterswil_Rüti 16;Alterswil;Rüti 16;586763;180573;Pabi;46.776198;7.265317;819.90;816.90;29.2;1718;Rechthalten;Steinbrunnenholz;Fribourg;Switzerland
224;Sangernboden_underi Burg;Sangernboden;underi Burg;593624;173811;Aalb;46.715472;7.355247;1112.61;1128.77;31.3;1738;Sangernboden;Mittlere Burg;Bern;Switzerland
225;St. Ursen_Stöckholz;St. Ursen;Stöckholz;583790;181685;Aalb;46.786134;7.226351;772.15;764.36;27.7;1717;St. Ursen;Stöckholz;Fribourg;Switzerland
226;Le Mouret_Essert;Le Mouret;Essert;578254.8;176687.1;Fsyl;46.741018;7.154101;785.30;782.94;30.0;1724;Essert FR;Crapotaire;Fribourg;Switzerland
227;Farvagny_Fôret de Montbau;Farvagny;Fôret de Montbau;570890;173950;Aalb;46.716115;7.057909;805.91;801.11;20.1;1696;Vuisternens-en-Ogoz;La Verna;Fribourg;Switzerland
228;Treyvaux_Kiesgrube;Treyvaux;Kiesgrube;575854;175245;Fsyl;46.727963;7.122764;740.16;741.37;20.5;1733;Treyvaux;La Grande-Planche;Fribourg;Switzerland
229;Ueberstorf_Banholz edge;Ueberstorf;Banholz edge;589154;190765;Fsyl;46.867922;7.29638;651.98;649.60;32.0;3182;Ueberstorf;Banholz;Fribourg;Switzerland
230;Altavilla_N;Altavilla;N;577748;198086;Pabi;46.93349;7.146423;535.68;525.14;27.2;3280;Murten;Gulteholz;Fribourg;Switzerland
231;Schmitten Bunziwil Fraxinus;Schmitten;Bunziwil Fraxinus;586658;189375;Fexc;46.855372;7.263684;632.69;643.66;20.8;3185;Schmitten (FR);Maiächerli;Fribourg;Switzerland
232;St.Sylvester_Unterbbuech NEW;St.Sylvester;Unterbbuech NEW;581949;178210;Fsyl;46.754828;7.20238;716.58;715.35;25.5;1736;St. Silvester;Buechflüe;Fribourg;Switzerland
237;Riedstätt_Eigen;Riedstätt;Eigen;591444.3;182391.9;Aalb;46.792637;7.326577;895.09;865.60;NA;3150;Schwarzenburg;Lischbühl;Bern;Switzerland
238;Bösingen_Grenchen;Bösingen;Grenchen;585751.2;193142.5;Fsyl;46.889244;7.251675;576.84;571.98;NA;3178;Bösingen;Gertholz;Fribourg;Switzerland
239;Schwarzenburg_Schönentannen;Schwarzenburg;Schönentannen;594154.6;185827.4;Aalb;46.82357;7.36203;765.60;759.69;NA;3152;Mamishaus;Brünnackerrain;Bern;Switzerland
240;Plaffeien_Hohliebi_17;Plaffeien;Hohliebi_17;588400.4;174758.3;Aalb;46.723923;7.286905;950.85;950.95;24.7;1716;Plaffeien;Riedli;Fribourg;Switzerland
241;Wünnewil_Staffels_17;Wünnewil;Staffels_Staffels;586957.4;192653.1;Pabi;46.884866;7.267515;546.20;548.31;27.9;3184;Wünnewil;Limholz;Fribourg;Switzerland
242;Kalchstätten_Kirchhalten;Kalchstätten;Kirchhalten;590926.3;180161;Pabi;46.772562;7.319837;1090.25;1077.13;NA;3158;Guggisberg;Brandwald;Bern;Switzerland
243;Guggisberg_Laubbachgraben;Guggisberg;Laubbachgraben;590629.5;177951.6;Pabi;46.752684;7.315997;869.53;861.32;NA;3158;Guggisberg;Breitenried;Bern;Switzerland
245;Kalchstätten_Herrenmatt_17;Kalchstätten;Herrenmatt_17;589483.9;179249.8;Qrob;46.764344;7.300974;841.73;840.41;18.4;3158;Guggisberg;Senseflüh-Katzenstieg;Bern;Switzerland
246;Guggisberg_Muelere;Guggisberg;Muelere;591554.7;179709.4;Fexc;46.768509;7.328073;1088.94;1084.16;NA;3158;Guggisberg;Allmend;Bern;Switzerland
247;Bösingen_Frieseneit;Bösingen;Frieseneit;584884.8;191135.8;Qrob;46.871174;7.240374;623.97;620.90;NA;3178;Bösingen;Leeracher;Fribourg;Switzerland
248;Düdingen_Tiefmoos_17;Düdingen;Tiefmoos_17;579201.7;187780.6;Fsyl;46.840838;7.165985;580.20;578.59;NA;3186;Düdingen;Chiemi;Fribourg;Switzerland
249;Ueberstorf_Mischlere_beech;Ueberstorf;Mischlere_beech;589604.5;189021.1;Fsyl;46.852243;7.302329;714.33;709.19;NA;3182;Ueberstorf;Hofmatt;Fribourg;Switzerland
250;Ueberstorf_Wolfgraben;Ueberstorf;Wolfgraben;590067.8;191662.8;Qrob;46.876012;7.308345;611.99;602.35;NA;3182;Ueberstorf;Brugacher;Fribourg;Switzerland
251;St. Ursen_Neumatt_17;St. Ursen;Neumatt_17;582807;183357.3;Aalb;46.801153;7.213414;662.29;656.56;26.5;1717;St. Ursen;Neumattholz;Fribourg;Switzerland
252;Riedstätt_Mittlisried_17;Riedstätt;Mittlisried_17;591027.4;180918.2;Aalb;46.779375;7.321146;1017.23;998.82;NA;3159;Riedstätt;Bützerenwald;Bern;Switzerland
253;Rechthalten_Moosholz_17;Rechthalten;Moosholz_17;585328.1;178717;Pabi;46.759473;7.246589;886.28;881.38;NA;1718;Rechthalten;Moosholz;Fribourg;Switzerland
254;Liebistorf_Allmend_17;Liebistorf;Allmend_17;581226.1;196160.9;Psyl;46.916282;7.192177;532.96;525.68;NA;3213;Liebistorf;Allmend;Fribourg;Switzerland
255;Schmitten_Fillistorf_17;Schmitten;Fillistorf_17;584517.1;189916.2;Fsyl;46.860195;7.235592;642.73;634.79;NA;3185;Schmitten (FR);Herrenmatte;Fribourg;Switzerland
256;Le Mouret_Zenauva;Le Mouret;Zenauva;580227.3;175974.5;Fexc;46.73467;7.179942;782.72;788.07;NA;1724;Zénauva;Le Béfig;Fribourg;Switzerland
257;St. Sylvester_Tschüpru_17;St. Sylvester;Tschüpru_17;583070.3;177364.5;Qrob;46.747252;7.217086;786.38;780.22;NA;1736;St. Silvester;Ebnet;Fribourg;Switzerland
258;Düdingen_Balliswil_lower;Düdingen ;Balliswil Lower;579728;186051.2;Fsyl;46.825299;7.172961;613.32;609.52;22.0;3186;Düdingen;Graben;Fribourg;Switzerland
259;Cordast_Bulliardholz;Cordast;Bulliardholz;578586.4;191853.7;Pabi;46.877457;7.157726;643.88;644.99;NA;1792;Cordast;Bulliardholz;Fribourg;Switzerland
260;Kleingurmels_Under Gruenenburg;Kleingurmels;Under Gruenenburg;581680.5;192831.7;Psyl;46.886348;7.198276;552.78;548.91;25.0;3213;Kleinbösingen;Undergrueneburg;Fribourg;Switzerland
261;Wünnewil_Golf_17;Wünnewil;Golf_17;589065.5;191545.9;Pabi;46.874945;7.2952;601.83;585.38;NA;3184;Wünnewil;Rainholz;Fribourg;Switzerland
262;Wünnewil_Zehnthus_17;Wünnewil;Zehnthus_17;588395.8;193106.1;Fexc;46.888968;7.286375;576.35;578.61;21.0;3184;Wünnewil;Moosacher;Fribourg;Switzerland
263;Marly_Bois_des_Rittes;Marly;Bois des Rittes;578761.8;181522.5;Fsyl;46.784532;7.16051;546.76;581.74;NA;1723;Marly;Aux Rittes;Fribourg;Switzerland
264;Marly_Le_Claru;Marly;Le Claru;579440.6;181429.8;Qrob;46.783718;7.169403;680.47;680.69;NA;1723;Pierrafortscha;Pré de la Grange;Fribourg;Switzerland
265;Ueberstorf_Cholholz_17;Ueberstorf;Cholholz_17;593102.3;191432.6;Fsyl;46.873981;7.348155;679.71;672.30;18.9;3182;Ueberstorf;Zielholz;Fribourg;Switzerland
266;Düdingen_Räsch;Düdingen;Räsch;578964.6;187415.1;Qrob;46.837544;7.162894;582.50;581.08;NA;3186;Düdingen;Chiemi;Fribourg;Switzerland
267;Schwarzenburg_Zälg_17;Schwarzenburg;Zälg_17;593684.2;184612.3;Aalb;46.812636;7.355883;845.18;857.25;22.4;3152;Mamishaus;Weid;Bern;Switzerland
268;Bourguillon_Bürglenholz;Bourguillon;Bürglenholz;580679.7;183374.1;Aalb;46.801245;7.185548;674.34;677.28;NA;1717;St. Ursen;Galterengraben;Fribourg;Switzerland
269;Pierrafortscha_Brünisberg;Pierrafortscha;Brünisberg;580874.3;182505.9;Qrob;46.793441;7.188133;714.30;723.42;NA;1717;St. Ursen;Schlossmatta;Fribourg;Switzerland
270;Marly_Les_Fontanettes;Marly;Les_Fontanettes;578545.4;179809.4;Fsyl;46.769114;7.157756;702.67;674.97;27.8;1723;Marly;Bois de l'Eglise;Fribourg;Switzerland
271;Villarsel_Nesslerabach;Villarsel;Nesslerabach;581001.8;178746.5;Pabi;46.759628;7.18996;687.13;691.70;NA;1724;Le Mouret;Bois de la Rotzetta;Fribourg;Switzerland
272;Rechthalten_Saga;Rechthalten;Saga;586019.8;178924.3;Pabi;46.761352;7.255637;905.57;889.85;27.3;1718;Rechthalten;Sandgrueba;Fribourg;Switzerland
273;Alterswil_Weiermattenmoos_17;Alterswil;Weiermattenmoos_17;588277.5;182572.5;Pabi;46.794213;7.285095;804.94;806.47;23.8;1715;Alterswil FR;Afterholz;Fribourg;Switzerland
274;Schwarzenburg_Kehr;Schwarzenburg;Kehr;594040.2;185225.8;Fsyl;46.818158;7.36054;832.26;834.96;NA;3152;Mamishaus;Siechenhölzli;Bern;Switzerland
275;Heitenried_Hinter Schönfels_17;Heitenried;Hinter Schönfels_17;590836.1;186726.3;Pabi;46.831619;7.318524;795.94;786.76;27.5;1714;Heitenried;Lengholz;Fribourg;Switzerland
276;Tafers_Brunnenberg_farm;Tafers;Brunnenberg_farm;585145.7;184763.6;Aalb;46.81386;7.244004;730.12;725.36;NA;1712;Tafers;Lengibitzaholz;Fribourg;Switzerland
277;St. Antoni_Bächlisbrunnen_17;St. Antoni;Bächlisbrunnen_17;586854.3;185477.8;Pabi;46.82032;7.266371;751.65;750.82;22.3;1713;St. Antoni;Tschiepengut;Fribourg;Switzerland
278;Alterswil_Tolgli_17;Alterswil;Tolgli_17;585580.9;183205.2;Aalb;46.799851;7.249756;752.75;749.95;NA;1715;Alterswil FR;Tolglihölzli;Fribourg;Switzerland
279;Alterswil_Punt_17;Alterswil;Punt_17;587984.9;181969.7;Fexc;46.788786;7.281279;785.31;780.27;NA;1715;Alterswil FR;Ligeta;Fribourg;Switzerland
280;Brünisried_Grabersland;Brünisried;Grabersland;587563.7;178678.4;Qrob;46.759171;7.275853;921.13;917.97;NA;1719;Brünisried;Bornera;Fribourg;Switzerland
281;Heitenried_Schinelhus;Heitenried;Schinelhus;589588.9;184969.4;Pabi;46.815796;7.302217;795.85;790.02;21.6;1714;Heitenried;Vogelsangholz;Fribourg;Switzerland
282;Giffers_Moosmatta_17;Giffers;Moosmatta_17;584064.8;177935.8;Psyl;46.752416;7.230081;856.17;848.03;NA;1735;Giffers;Giffersholz;Fribourg;Switzerland
283;Fribourg_Grandfey;Fribourg;Grandfey;579462.3;185845.8;Fsyl;46.823443;7.169488;578.54;582.51;NA;1763;Granges-Paccot;Bois de Grandfey;Fribourg;Switzerland
284;St. Sylvester_Matta;St. Sylvester;Matta;582903.1;177489.2;Fsyl;46.74837;7.214894;770.85;764.23;NA;1736;St. Silvester;Ebnet;Fribourg;Switzerland
285;Tentlingen_Vieille_Rossmatta_17;Tentlingen;Vieille_Rossmatta_17;579977.6;179634.2;Fsyl;46.767583;7.176515;678.53;677.53;22.8;1723;Marly;Route des Pralettes;Fribourg;Switzerland
286;Flamatt_Eichholz;Flamatt;Eichholz;592715.4;194791.2;Pabi;46.904188;7.343026;627.67;626.15;NA;3174;Thörishaus;Trooslewald;Bern;Switzerland
287;Milken_Kriesbaumen;Milken;Kriesbaumen;592908.2;181313.4;Aalb;46.782953;7.345768;970.00;942.11;33.3;3157;Milken;Pfadflüh;Bern;Switzerland
288;Riffenmatt_Chrache;Riffenmatt;Chrache;593481.2;181045.7;Aalb;46.78055;7.353275;1067.08;1052.22;NA;3156;Riffenmatt;Bärenholz;Bern;Switzerland
289;Fillistorf_Friseneithubel;Fillistorf;Friseneithubel;584021.9;190408.8;Fexc;46.864614;7.229081;624.79;627.32;21.3;3185;Schmitten (FR);Tannlihubel;Fribourg;Switzerland
290;Düdingen_Galmis;Düdingen;Galmis;582524.5;189829.2;Qrob;46.859363;7.209465;623.66;624.77;NA;3186;Düdingen;Warpel;Fribourg;Switzerland
291;Rüschegg_Gambach;Rüschegg;Gambach;594791.6;180671.3;Fsyl;46.777195;7.370438;968.34;960.24;NA;3153;Rüschegg Gambach;Gräbli;Bern;Switzerland
292;Riffenmatt_Schluechtli_17;Riffenmatt;Schluechtli_17;593813.7;180009.9;Qrob;46.771236;7.357643;1054.00;1052.11;NA;3156;Riffenmatt;Büelschürli;Bern;Switzerland
293;Ueberstorf_Niedermettlen_17;Ueberstorf;Niedermettlen_17;591369.8;190884.5;Fsyl;46.86903;7.325439;682.39;672.06;NA;3182;Ueberstorf;Birchweid;Fribourg;Switzerland
294;Ueberstorf_Hundsflueh_17;Ueberstorf;Hundsflueh_17;593176.1;191998.8;Fsyl;46.879074;7.349114;651.90;654.55;19.9;3182;Ueberstorf;Hundsflue;Fribourg;Switzerland
295;Zumholz_Brand_17;Zumholz;Brand_17;588550.9;178640.1;Pabi;46.758844;7.288776;837.65;826.85;25.4;1719;Zumholz;Riedgarten;Fribourg;Switzerland
296;Ueberstorf_Oberholzwald_17;Ueberstorf;Oberholzwald_17;592594.5;189607.5;Fsyl;46.857557;7.341524;781.50;765.68;29.7;3182;Ueberstorf;Oberholzwald;Fribourg;Switzerland
297;Lanzenhäusern_Buttnigen;Lanzenhäusern;Buttnigen;594987.7;187527.9;Aalb;46.838874;7.372929;728.57;729.76;NA;3148;Lanzenhäusern;Buchhubelrain;Bern;Switzerland
298;Schmitten_Lanthen_oak;Schmitten;Lanthen_oak;585996.4;188429.7;Qrob;46.846856;7.255037;645.79;636.28;NA;3185;Schmitten (FR);Horrmattli;Fribourg;Switzerland
299;Schmitten_Bunziwil_beehive;Schmitten;Bunziwil_beehive;586632.9;189345.3;Fsyl;46.855105;7.263355;634.96;639.87;20.5;3185;Schmitten (FR);Bunziwil;Fribourg;Switzerland
300;Schmitten_Bunziwil_corner;Schmitten;Bunziwil_corner;586764.3;189318.3;Pabi;46.854865;7.26508;635.13;631.82;NA;3185;Schmitten (FR);Bunziwil;Fribourg;Switzerland
301;Schwarzenburg_Chilchermatt_17;Schwarzenburg;Chilchermatt_17;593550.6;184314.4;Aalb;46.809955;7.354137;851.82;837.82;NA;3150;Schwarzenburg;Stiersackerhölzli;Bern;Switzerland
302;Mamishaus_Dunti_17;Mamishaus;Dunti_17;594788.7;184238.9;Aalb;46.809286;7.370359;839.67;846.47;26.1;3152;Mamishaus;Muttberghölzli;Bern;Switzerland
